lat,long,time,date,area(place),roadtype,temperature,weather,vehicletype,rain,humidity,accidents,traffic
17.672044,83.161945,17:32,2023-07-07,Vizag Port,Local Road,29.6,Overcast,Two-wheeler,0.947,76.5,1,68.1
17.639172,83.238058,15:02,2020-02-10,MVP Colony,Major Arterial,28.0,Heavy Rain,Bus,0.211,93.7,2,53.5
17.694412,83.364143,15:42,2021-09-12,Kailasagiri,Local Road,31.3,Overcast,Car,3.1,71.8,1,61.9
17.61998,83.249014,08:00,2021-08-06,Kurmannapalem,State Highway,25.2,Heavy Rain,Two-wheeler,0.583,83.7,4,71.8
17.785909,83.199789,18:26,2021-12-29,Dwaraka Nagar,Minor Arterial,26.3,Clear,Two-wheeler,0.311,69.5,1,86.9
17.927812,83.256199,15:09,2022-03-29,Seethammadhara,Minor Arterial,32.5,Clear,Car,0.311,89.6,1,77.4
17.61377,83.246388,04:53,2022-06-17,Pendurthi,Minor Arterial,25.8,Clear,Truck,2.606,88.3,2,20.4
17.642738,83.378854,11:27,2023-03-27,Pendurthi,Major Arterial,35.4,Clear,Two-wheeler,0.042,95.9,3,44.6
17.75827,83.340484,19:15,2022-03-07,Gajuwaka,Minor Arterial,30.9,Drizzle,Car,0.659,83.3,1,79.0
17.926856,83.276279,15:35,2020-05-09,Pendurthi,State Highway,28.5,Overcast,Two-wheeler,0.064,72.3,1,66.1
17.710655,83.397093,13:22,2020-11-09,Kurmannapalem,Minor Arterial,29.8,Light Rain,Two-wheeler,0.3,71.8,1,35.0
17.777532,83.266319,08:02,2022-06-24,MVP Colony,Minor Arterial,28.9,Light Rain,Two-wheeler,0.266,78.3,1,75.4
17.614551,83.164559,08:21,2023-04-16,MVP Colony,Major Arterial,26.6,Clear,Auto-rickshaw,0.516,77.5,1,64.1
17.65192,83.215569,14:04,2023-03-28,Gajuwaka,Local Road,32.6,Clear,Two-wheeler,0.112,86.0,1,56.7
17.945321,83.259018,18:50,2022-06-20,Gopalapatnam,National Highway,30.5,Heavy Rain,Two-wheeler,1.657,80.7,3,67.0
17.937792,83.189226,07:50,2023-07-02,Scindia,State Highway,32.4,Light Rain,Two-wheeler,2.848,76.6,1,38.4
17.601729,83.386891,09:14,2022-09-21,Gopalapatnam,Minor Arterial,31.1,Drizzle,Two-wheeler,0.498,93.4,1,38.5
17.933134,83.341712,19:32,2022-12-16,Gajuwaka,Local Road,29.0,Overcast,Two-wheeler,0.099,59.7,1,97.2
17.823692,83.217072,17:48,2021-04-14,Rushikonda,Minor Arterial,34.2,Clear,Two-wheeler,0.075,81.1,1,72.6
17.903771,83.297701,17:22,2019-07-13,Rushikonda,Local Road,24.0,Light Rain,Car,0.499,73.9,2,74.4
17.759159,83.330362,20:45,2019-11-04,Dwaraka Nagar,Minor Arterial,34.0,Clear,Car,0.143,50.5,1,39.2
17.780459,83.38532,09:28,2023-07-27,Pendurthi,Local Road,30.2,Light Rain,Two-wheeler,1.187,67.5,1,41.4
17.771096,83.370409,07:33,2020-05-20,MVP Colony,Major Arterial,25.1,Drizzle,Car,0.016,62.1,1,38.7
17.833402,83.278798,18:05,2019-10-08,Seethammadhara,Local Road,23.5,Storm,Two-wheeler,0.224,78.6,1,76.2
17.648878,83.343663,15:00,2020-11-05,Gopalapatnam,Major Arterial,28.9,Clear,Auto-rickshaw,0.109,56.4,1,44.3
17.610491,83.290536,09:29,2023-12-19,Seethammadhara,Minor Arterial,25.3,Clear,Two-wheeler,0.441,54.0,1,45.8
17.707775,83.288176,16:09,2021-07-21,Kurmannapalem,State Highway,29.6,Light Rain,Bus,3.251,71.7,2,66.2
17.846638,83.178685,11:08,2023-01-02,Scindia,Local Road,25.0,Light Rain,Two-wheeler,0.255,77.5,1,36.7
17.670649,83.181534,12:10,2020-12-15,Dwaraka Nagar,Minor Arterial,24.2,Clear,Car,0.385,63.8,2,37.4
17.835701,83.282383,03:03,2020-08-30,Kurmannapalem,Local Road,26.4,Clear,Two-wheeler,3.836,61.7,1,6.5
17.939469,83.217215,17:32,2020-04-27,Vizag Port,State Highway,38.0,Light Rain,Two-wheeler,0.172,86.4,1,68.0
17.632865,83.155259,18:07,2022-05-31,Vizag Port,National Highway,27.7,Clear,Car,0.714,74.5,1,81.4
17.835411,83.33071,05:38,2023-11-08,Dwaraka Nagar,Major Arterial,31.8,Light Rain,Car,0.622,78.7,2,0.0
17.755313,83.158122,19:42,2019-04-27,MVP Colony,Minor Arterial,28.7,Clear,Bus,0.023,67.6,1,90.5
17.90385,83.298819,22:54,2021-08-25,Kurmannapalem,Local Road,27.7,Clear,Car,1.11,66.2,1,30.8
17.662002,83.284798,01:16,2019-07-11,MVP Colony,Major Arterial,28.4,Light Rain,Two-wheeler,0.182,65.1,1,11.1
17.842419,83.392204,00:02,2021-02-26,MVP Colony,State Highway,27.8,Clear,Cycle,0.23,79.5,1,20.4
17.89334,83.271053,17:20,2020-09-09,Malkapuram,Major Arterial,28.2,Light Rain,Car,2.174,64.6,1,76.6
17.930615,83.1659,05:01,2020-05-30,Kailasagiri,Minor Arterial,32.0,Drizzle,Two-wheeler,0.432,87.0,1,4.0
17.839137,83.287922,13:19,2023-04-03,Pendurthi,Major Arterial,26.5,Clear,Auto-rickshaw,0.21,54.9,1,24.2
17.774011,83.360274,18:05,2019-11-03,Scindia,Ghat Road,27.6,Clear,Auto-rickshaw,0.121,85.9,1,71.2
17.816247,83.399212,19:50,2020-06-15,Malkapuram,State Highway,27.8,Heavy Rain,Two-wheeler,0.254,72.0,1,89.8
17.904117,83.257586,15:50,2019-05-02,Gajuwaka,Local Road,32.7,Clear,Two-wheeler,0.027,68.5,2,61.9
17.799713,83.230075,19:35,2020-10-10,Pendurthi,Minor Arterial,27.2,Clear,Two-wheeler,0.133,88.6,3,80.8
17.610635,83.376663,07:03,2020-08-14,NAD Junction,State Highway,29.6,Drizzle,Car,2.681,71.6,1,37.1
17.925832,83.197811,07:02,2022-03-23,Rushikonda,Local Road,26.0,Clear,Car,0.278,75.6,1,43.0
17.841334,83.303857,19:01,2021-05-19,Malkapuram,Major Arterial,29.3,Drizzle,Car,0.425,70.0,1,78.5
17.83678,83.251429,13:00,2023-04-10,MVP Colony,Minor Arterial,31.9,Drizzle,Car,0.333,74.8,1,40.9
17.675486,83.160271,06:06,2023-01-15,Gajuwaka,Minor Arterial,24.9,Overcast,Two-wheeler,0.046,85.9,1,21.9
17.83061,83.236822,05:20,2022-04-07,Bheemunipatnam,National Highway,29.3,Clear,Two-wheeler,0.045,82.6,1,9.0
17.737853,83.216307,07:23,2019-02-28,Malkapuram,Local Road,26.5,Clear,Auto-rickshaw,0.123,67.9,1,52.6
17.827932,83.321523,17:44,2019-10-28,Dwaraka Nagar,Minor Arterial,26.7,Light Rain,Auto-rickshaw,0.042,58.5,1,78.9
17.637308,83.387198,17:08,2020-07-06,MVP Colony,Local Road,28.2,Clear,Two-wheeler,0.311,84.1,1,57.5
17.830246,83.217012,07:32,2023-04-23,Malkapuram,Major Arterial,28.3,Light Rain,Two-wheeler,0.062,72.1,1,53.8
17.949795,83.352866,11:27,2022-02-14,Scindia,State Highway,29.9,Overcast,Two-wheeler,0.005,79.2,1,38.8
17.616874,83.16384,08:31,2023-12-16,Malkapuram,Major Arterial,27.2,Drizzle,Two-wheeler,0.169,69.0,3,73.6
17.942011,83.28453,17:45,2023-12-11,Dwaraka Nagar,Local Road,29.2,Clear,Two-wheeler,0.101,82.5,1,63.2
17.742418,83.167638,20:13,2022-02-24,Rushikonda,Local Road,24.3,Clear,Two-wheeler,0.054,93.0,1,66.0
17.904764,83.383508,09:33,2022-11-29,Bheemunipatnam,Minor Arterial,19.4,Clear,Two-wheeler,0.029,72.4,1,58.3
17.873835,83.341588,10:15,2020-02-03,Gopalapatnam,Major Arterial,30.8,Clear,Car,0.122,73.1,1,42.8
17.798456,83.314487,07:40,2020-05-29,Gajuwaka,Local Road,31.6,Clear,Auto-rickshaw,0.184,99.3,1,52.0
17.858457,83.355974,17:07,2021-03-15,Bheemunipatnam,Local Road,29.6,Overcast,Auto-rickshaw,0.724,85.6,1,80.9
17.90748,83.31188,11:47,2020-05-12,NAD Junction,Local Road,35.0,Overcast,Car,0.059,89.9,1,36.7
17.741449,83.392236,20:17,2021-07-30,MVP Colony,National Highway,25.2,Drizzle,Car,0.04,71.4,2,57.9
17.714462,83.328489,15:35,2020-06-11,MVP Colony,National Highway,22.6,Light Rain,Car,1.998,63.4,1,56.7
17.833658,83.381165,06:17,2020-02-02,Gopalapatnam,Major Arterial,30.9,Light Rain,Two-wheeler,0.054,84.9,2,6.1
17.882746,83.279283,15:17,2022-07-12,Bheemunipatnam,State Highway,30.0,Overcast,Car,0.993,74.0,1,73.1
17.8668,83.179266,08:34,2023-11-10,Kurmannapalem,Local Road,31.3,Drizzle,Two-wheeler,0.33,85.5,1,48.0
17.879235,83.282044,05:25,2022-07-10,Rushikonda,Minor Arterial,33.0,Drizzle,Two-wheeler,0.057,72.8,1,6.4
17.752454,83.181718,12:23,2022-11-22,Vizag Port,Local Road,24.5,Clear,Car,0.031,64.5,1,17.4
17.886242,83.298123,14:31,2023-07-28,MVP Colony,State Highway,30.8,Drizzle,Two-wheeler,0.155,86.6,1,37.1
17.642073,83.270623,21:04,2023-10-15,Kailasagiri,Minor Arterial,27.2,Clear,Bus,0.053,66.0,1,31.7
17.790571,83.305644,17:21,2023-03-31,NAD Junction,Minor Arterial,30.9,Drizzle,Auto-rickshaw,0.038,75.8,3,63.5
17.602016,83.152512,13:38,2020-03-11,NAD Junction,Major Arterial,33.5,Overcast,Two-wheeler,0.076,63.2,2,39.5
17.713605,83.19871,12:34,2021-04-19,MVP Colony,Minor Arterial,31.1,Clear,Two-wheeler,0.274,88.7,1,43.7
17.728262,83.272833,15:12,2019-12-26,Dwaraka Nagar,Minor Arterial,25.8,Drizzle,Two-wheeler,0.009,66.0,1,57.7
17.73866,83.387626,08:28,2022-02-26,Bheemunipatnam,Local Road,23.9,Clear,Auto-rickshaw,0.015,68.0,1,64.8
17.843414,83.245902,05:27,2021-05-13,MVP Colony,National Highway,24.2,Drizzle,Two-wheeler,0.166,87.8,1,29.1
17.735995,83.256093,13:48,2020-09-25,MVP Colony,Local Road,32.4,Fog,Two-wheeler,1.102,68.7,1,45.4
17.757043,83.328674,07:37,2022-06-18,MVP Colony,Ghat Road,32.5,Overcast,Two-wheeler,0.964,93.2,1,56.4
17.68314,83.300948,05:16,2023-07-09,Dwaraka Nagar,Local Road,31.0,Clear,Two-wheeler,1.088,86.6,1,2.5
17.730638,83.224732,20:45,2023-09-29,NAD Junction,Local Road,27.1,Clear,Car,2.032,59.3,1,39.8
17.679544,83.252704,09:28,2022-05-30,Rushikonda,State Highway,33.4,Drizzle,Two-wheeler,0.172,83.4,4,57.2
17.625619,83.204425,19:28,2019-08-02,Gajuwaka,Minor Arterial,28.9,Light Rain,Car,0.916,83.1,1,73.5
17.811207,83.391505,19:09,2021-07-04,Rushikonda,Minor Arterial,24.5,Overcast,Car,0.128,57.0,3,69.6
17.833874,83.182659,04:20,2020-08-14,Seethammadhara,Minor Arterial,31.4,Overcast,Car,5.52,70.0,1,20.9
17.816822,83.242959,15:37,2023-12-04,Scindia,Major Arterial,29.5,Light Rain,Car,0.055,62.4,1,56.2
17.762223,83.15646,06:57,2019-05-15,Pendurthi,Local Road,33.2,Fog,Bus,0.407,87.1,1,13.2
17.732925,83.205445,16:30,2021-01-23,Gopalapatnam,Minor Arterial,29.0,Clear,Car,0.095,72.0,1,67.1
17.902167,83.345118,09:33,2020-01-21,Gajuwaka,Local Road,28.4,Clear,Car,0.23,83.6,1,52.9
17.781679,83.200294,21:38,2022-08-19,Pendurthi,Minor Arterial,29.1,Fog,Car,0.908,91.9,1,64.7
17.767714,83.170016,19:07,2023-12-11,Anakapalle,Local Road,27.1,Drizzle,Two-wheeler,0.087,47.5,1,72.8
17.608975,83.268613,18:32,2022-08-03,Pendurthi,Local Road,29.8,Overcast,Auto-rickshaw,1.429,73.6,1,77.5
17.719437,83.152492,23:13,2023-05-05,Gajuwaka,Minor Arterial,36.9,Clear,Two-wheeler,0.154,77.5,3,41.8
17.733068,83.171192,22:50,2022-04-27,Gopalapatnam,National Highway,32.4,Drizzle,Two-wheeler,0.053,52.6,1,20.6
17.739588,83.351906,18:12,2022-08-13,Kurmannapalem,National Highway,31.4,Storm,Car,0.615,55.9,2,80.9
17.80306,83.342868,17:46,2023-03-30,Kailasagiri,Minor Arterial,24.5,Light Rain,Two-wheeler,0.007,87.3,3,85.9
17.786761,83.378785,09:57,2020-01-24,Vizag Port,Local Road,30.4,Overcast,Car,0.043,80.4,1,43.3
17.812767,83.363629,20:01,2023-01-22,Gajuwaka,Minor Arterial,29.5,Light Rain,Two-wheeler,0.082,83.0,1,58.7
17.867709,83.320794,17:43,2021-01-13,Gajuwaka,State Highway,31.2,Storm,Auto-rickshaw,0.716,79.5,1,80.3
17.884545,83.163083,06:13,2022-07-08,Seethammadhara,Major Arterial,26.7,Fog,Bus,1.123,86.2,1,24.8
17.851343,83.345712,12:26,2020-12-04,MVP Colony,Minor Arterial,31.0,Clear,Car,0.241,91.8,1,38.7
17.934433,83.361378,17:16,2021-07-13,NAD Junction,Minor Arterial,25.8,Heavy Rain,Two-wheeler,1.679,84.9,1,78.1
17.606381,83.349771,17:37,2023-10-05,Rushikonda,Local Road,31.4,Clear,Two-wheeler,0.791,46.7,1,73.0
17.668522,83.27712,04:25,2021-02-11,Pendurthi,Minor Arterial,31.6,Light Rain,Truck,0.162,79.4,1,18.1
17.602647,83.208225,06:05,2022-02-10,Pendurthi,Major Arterial,24.7,Clear,Two-wheeler,0.176,93.9,1,11.1
17.826616,83.361332,15:41,2021-05-13,Kailasagiri,Minor Arterial,32.1,Clear,Two-wheeler,0.071,71.9,1,56.3
17.914311,83.331791,21:25,2021-11-25,Dwaraka Nagar,Local Road,27.3,Overcast,Cycle,0.197,83.2,1,42.3
17.685219,83.39519,18:40,2019-03-20,Vizag Port,Minor Arterial,29.5,Clear,Car,0.284,75.2,1,76.1
17.924462,83.188923,17:00,2022-07-22,Seethammadhara,Major Arterial,28.1,Overcast,Two-wheeler,0.163,61.3,1,66.0
17.621094,83.206416,12:54,2022-07-25,Scindia,Major Arterial,27.3,Heavy Rain,Truck,0.981,81.0,1,32.4
17.927053,83.20295,08:53,2020-11-04,Pendurthi,Local Road,26.3,Clear,Car,0.11,73.6,1,71.3
17.723068,83.348135,17:07,2019-11-08,Pendurthi,National Highway,32.3,Clear,Two-wheeler,0.024,63.0,1,70.1
17.635497,83.196727,18:15,2023-04-02,Kurmannapalem,Major Arterial,28.8,Overcast,Two-wheeler,0.083,90.4,1,97.0
17.770055,83.166665,14:17,2019-07-23,Pendurthi,State Highway,26.4,Light Rain,Car,1.149,55.3,2,49.8
17.689872,83.39964,13:18,2021-09-11,Pendurthi,Local Road,24.2,Light Rain,Car,1.574,81.9,1,44.8
17.699706,83.156204,04:03,2019-01-17,Malkapuram,National Highway,30.6,Clear,Two-wheeler,0.068,75.5,1,20.0
17.707551,83.358811,19:24,2023-10-04,Dwaraka Nagar,Local Road,31.1,Clear,Two-wheeler,0.129,87.8,1,73.9
17.881059,83.241342,18:56,2020-04-20,Rushikonda,Minor Arterial,32.2,Drizzle,Car,0.265,85.6,1,98.6
17.788706,83.360404,23:03,2023-03-15,NAD Junction,Minor Arterial,25.7,Overcast,Car,0.11,75.1,3,17.5
17.708958,83.288655,18:06,2021-10-13,Bheemunipatnam,Local Road,22.9,Clear,Auto-rickshaw,0.565,60.5,1,93.3
17.813617,83.375408,20:57,2019-07-29,Dwaraka Nagar,Major Arterial,29.7,Clear,Truck,0.047,57.6,2,56.4
17.850653,83.381548,10:47,2020-05-13,Vizag Port,Major Arterial,33.7,Clear,Auto-rickshaw,0.06,75.4,1,54.5
17.695418,83.152275,18:22,2022-11-26,Pendurthi,Major Arterial,26.5,Overcast,Car,0.029,69.6,1,86.7
17.744742,83.168853,05:23,2020-03-04,Gopalapatnam,Minor Arterial,28.2,Clear,Car,0.156,89.1,1,0.0
17.64266,83.21259,07:27,2022-01-06,Kurmannapalem,Local Road,23.3,Overcast,Two-wheeler,0.039,73.8,2,28.9
17.663402,83.317329,18:43,2023-05-11,Gajuwaka,Local Road,28.6,Fog,Two-wheeler,0.271,79.8,1,92.2
17.838391,83.372068,09:16,2022-01-08,Vizag Port,Minor Arterial,29.2,Clear,Car,0.501,77.4,1,50.2
17.663503,83.264985,17:38,2022-08-22,Gopalapatnam,Local Road,27.7,Storm,Car,0.348,87.6,1,67.3
17.783807,83.301743,07:17,2019-02-27,Bheemunipatnam,Local Road,28.6,Clear,Car,0.475,78.5,1,47.7
17.848166,83.197125,08:02,2023-04-03,Rushikonda,Local Road,34.4,Clear,Car,0.2,70.1,1,64.5
17.637407,83.351242,22:59,2022-05-16,Gajuwaka,Major Arterial,27.3,Clear,Two-wheeler,0.044,64.2,1,38.1
17.798559,83.391832,09:21,2023-03-15,Gopalapatnam,Minor Arterial,28.6,Clear,Two-wheeler,0.267,74.1,2,45.4
17.689797,83.21715,18:56,2022-03-04,Malkapuram,Local Road,26.0,Overcast,Bus,0.019,76.3,4,92.7
17.937024,83.273706,11:29,2021-09-20,Gajuwaka,Minor Arterial,27.5,Overcast,Two-wheeler,1.767,69.4,2,49.0
17.769241,83.171529,15:44,2020-06-05,Seethammadhara,Local Road,28.9,Drizzle,Two-wheeler,2.963,79.3,1,52.6
17.882097,83.289784,08:53,2020-08-03,Pendurthi,National Highway,24.2,Heavy Rain,Bus,4.505,69.3,3,60.9
17.792579,83.275696,05:53,2021-06-17,Seethammadhara,State Highway,26.0,Clear,Two-wheeler,0.084,66.7,1,0.1
17.615194,83.186109,14:38,2022-01-11,Pendurthi,Major Arterial,26.8,Clear,Two-wheeler,0.013,76.8,1,31.7
17.821603,83.260517,12:28,2020-09-12,Gopalapatnam,State Highway,29.2,Overcast,Car,3.998,69.2,1,31.8
17.932991,83.233526,14:12,2021-12-03,Siripuram,Local Road,31.3,Clear,Two-wheeler,0.312,62.1,1,45.9
17.810564,83.280458,16:54,2023-02-15,Kurmannapalem,State Highway,23.0,Clear,Two-wheeler,0.298,63.7,1,51.1
17.886716,83.296414,18:02,2021-08-23,Gajuwaka,Minor Arterial,26.0,Light Rain,Car,2.036,57.4,1,92.6
17.909472,83.152124,15:11,2021-06-28,Seethammadhara,National Highway,27.6,Light Rain,Two-wheeler,1.895,55.4,1,60.4
17.679828,83.340251,20:51,2023-07-26,Rushikonda,State Highway,27.5,Clear,Car,1.425,75.5,1,49.6
17.674216,83.328254,19:25,2020-05-07,Dwaraka Nagar,State Highway,32.2,Clear,Auto-rickshaw,0.335,80.7,1,72.1
17.813843,83.241572,14:15,2020-05-13,Gopalapatnam,Ghat Road,27.3,Clear,Auto-rickshaw,0.007,67.8,1,30.8
17.74386,83.163234,19:30,2021-11-07,Kurmannapalem,Local Road,27.4,Clear,Car,0.27,73.9,1,79.9
17.893951,83.338733,07:09,2020-08-27,Kurmannapalem,Minor Arterial,26.8,Heavy Rain,Two-wheeler,1.312,68.8,1,24.4
17.915008,83.388794,12:43,2021-08-05,MVP Colony,Local Road,30.2,Fog,Two-wheeler,3.57,71.1,1,39.1
17.723697,83.210038,21:14,2019-10-21,Vizag Port,Local Road,28.2,Light Rain,Two-wheeler,0.551,57.2,1,46.1
17.682905,83.230881,22:25,2022-03-17,Vizag Port,Major Arterial,26.7,Clear,Two-wheeler,0.055,91.1,4,25.8
17.873184,83.195953,00:59,2023-02-04,Malkapuram,Major Arterial,31.7,Heavy Rain,Two-wheeler,0.312,95.7,1,25.5
17.696182,83.294234,08:13,2019-06-21,Bheemunipatnam,Major Arterial,26.4,Light Rain,Two-wheeler,4.72,78.2,1,58.9
17.887915,83.18871,10:28,2023-05-06,Pendurthi,National Highway,28.6,Drizzle,Car,0.062,68.6,1,65.7
17.748308,83.239048,15:54,2020-06-14,Gajuwaka,Major Arterial,29.8,Heavy Rain,Two-wheeler,2.857,75.9,1,53.1
17.833642,83.324253,07:31,2022-02-17,Vizag Port,Major Arterial,26.6,Clear,Car,0.177,72.0,1,46.0
17.633437,83.290029,15:19,2023-10-27,Gajuwaka,National Highway,28.2,Clear,Car,0.101,56.8,1,60.4
17.818351,83.246616,13:19,2019-03-07,Malkapuram,Local Road,33.2,Storm,Truck,0.347,85.6,1,50.9
17.758119,83.255062,22:34,2019-05-21,MVP Colony,Local Road,29.5,Clear,Car,0.409,66.2,2,34.5
17.805313,83.290528,11:40,2020-03-21,Anakapalle,State Highway,25.1,Clear,Two-wheeler,0.066,70.1,1,29.4
17.658805,83.151466,18:15,2023-03-10,Pendurthi,Local Road,27.4,Clear,Two-wheeler,0.316,56.4,1,77.2
17.857906,83.169627,00:44,2019-07-08,Rushikonda,Local Road,27.1,Clear,Car,0.076,84.4,5,35.1
17.901979,83.370315,12:05,2019-06-07,NAD Junction,Major Arterial,30.3,Light Rain,Two-wheeler,0.811,90.1,1,13.1
17.675859,83.16947,13:14,2023-06-22,MVP Colony,Minor Arterial,23.9,Light Rain,Two-wheeler,0.109,82.4,1,44.3
17.6335,83.326701,17:38,2020-10-31,Kailasagiri,Major Arterial,36.1,Overcast,Car,0.07,78.3,1,83.5
17.608274,83.38001,07:51,2019-09-03,Pendurthi,National Highway,25.8,Clear,Two-wheeler,4.505,58.0,1,47.3
17.82469,83.217671,18:47,2021-05-05,Malkapuram,Minor Arterial,32.6,Overcast,Car,0.265,73.6,1,93.1
17.812483,83.242623,18:46,2021-08-01,MVP Colony,Major Arterial,30.8,Heavy Rain,Two-wheeler,2.113,79.9,1,89.5
17.791344,83.29223,07:34,2021-01-17,MVP Colony,State Highway,28.6,Clear,Auto-rickshaw,0.029,71.3,1,45.2
17.681181,83.370427,14:22,2021-11-22,Scindia,Minor Arterial,29.9,Drizzle,Two-wheeler,0.173,64.9,1,42.0
17.736817,83.385476,10:28,2022-10-16,Pendurthi,Local Road,28.2,Overcast,Auto-rickshaw,0.098,53.9,2,57.9
17.808067,83.334891,16:33,2023-11-12,Anakapalle,Local Road,29.9,Clear,Two-wheeler,0.265,66.0,1,49.8
17.773868,83.171655,17:14,2019-11-26,Dwaraka Nagar,Local Road,26.7,Light Rain,Car,0.034,67.2,1,71.9
17.945725,83.317289,07:08,2020-05-26,NAD Junction,Local Road,29.0,Drizzle,Two-wheeler,0.066,81.2,1,27.9
17.647754,83.252576,15:35,2021-04-29,Scindia,Local Road,25.7,Drizzle,Car,0.458,60.8,1,50.2
17.843301,83.267675,17:19,2023-12-16,Gajuwaka,National Highway,29.3,Overcast,Two-wheeler,0.037,51.1,1,87.9
17.741512,83.162287,15:09,2021-12-30,Gopalapatnam,Local Road,27.0,Overcast,Bus,0.2,80.1,1,48.8
17.74987,83.197766,21:24,2022-08-29,Scindia,Local Road,29.1,Light Rain,Car,0.568,83.3,1,35.3
17.851159,83.347628,09:29,2023-10-18,Anakapalle,Major Arterial,27.0,Drizzle,Two-wheeler,0.017,63.8,1,62.6
17.842353,83.26349,05:42,2019-03-20,Dwaraka Nagar,Minor Arterial,31.7,Clear,Two-wheeler,0.051,93.9,1,0.0
17.94694,83.225416,08:18,2019-06-18,Malkapuram,Minor Arterial,27.5,Clear,Car,3.054,76.7,1,85.1
17.644938,83.246005,12:19,2021-03-20,Dwaraka Nagar,State Highway,26.1,Drizzle,Two-wheeler,0.483,90.0,1,34.7
17.636438,83.3636,16:14,2021-09-09,Seethammadhara,State Highway,26.8,Clear,Car,0.817,68.5,1,72.4
17.853519,83.33725,20:33,2019-06-29,NAD Junction,National Highway,29.5,Heavy Rain,Car,1.455,78.1,1,39.2
17.802435,83.218079,11:05,2023-07-10,Kurmannapalem,Local Road,36.8,Heavy Rain,Two-wheeler,1.103,70.4,1,48.0
17.695956,83.179375,16:49,2019-09-17,Dwaraka Nagar,National Highway,32.1,Overcast,Car,0.492,88.1,2,64.9
17.627797,83.213,16:54,2023-02-18,Rushikonda,Major Arterial,24.4,Clear,Two-wheeler,0.085,78.2,1,60.3
17.62998,83.380189,07:20,2023-12-01,Dwaraka Nagar,National Highway,28.7,Light Rain,Car,0.15,66.9,1,34.7
17.912967,83.295397,21:30,2021-10-25,Malkapuram,Local Road,25.6,Clear,Car,0.238,54.0,1,37.3
17.667154,83.28337,11:42,2019-10-24,MVP Colony,Local Road,26.8,Clear,Two-wheeler,0.086,69.0,1,37.0
17.71318,83.299098,13:57,2020-09-11,Malkapuram,Minor Arterial,27.1,Overcast,Two-wheeler,1.801,88.8,1,55.9
17.67933,83.241507,05:00,2021-05-04,Seethammadhara,State Highway,30.7,Clear,Two-wheeler,0.649,89.7,1,9.8
17.724249,83.351777,12:22,2019-12-26,MVP Colony,Minor Arterial,30.6,Clear,Car,0.005,66.0,1,29.8
17.624298,83.280822,22:55,2019-04-27,Pendurthi,Local Road,30.2,Clear,Two-wheeler,0.036,76.5,1,37.3
17.781671,83.179187,10:21,2019-12-23,Scindia,Minor Arterial,28.5,Clear,Two-wheeler,0.496,55.3,3,56.2
17.623664,83.182266,11:00,2021-08-14,Siripuram,Local Road,28.0,Heavy Rain,Two-wheeler,0.111,76.1,1,47.2
17.880125,83.284215,17:14,2020-03-14,Gajuwaka,Major Arterial,25.9,Clear,Car,0.29,81.9,2,87.7
17.681799,83.384143,18:28,2022-09-16,Scindia,National Highway,26.4,Light Rain,Two-wheeler,1.467,76.7,1,65.1
17.789004,83.227088,05:04,2023-03-29,Gajuwaka,State Highway,26.2,Clear,Car,0.01,62.7,1,20.4
17.908028,83.367385,16:46,2023-08-05,Rushikonda,Local Road,30.0,Drizzle,Two-wheeler,0.001,84.2,1,49.9
17.827807,83.341024,19:15,2022-04-26,Kailasagiri,Minor Arterial,29.9,Light Rain,Car,0.139,75.1,1,64.9
17.786535,83.211953,13:24,2022-07-28,Vizag Port,Local Road,33.3,Heavy Rain,Two-wheeler,0.187,86.1,1,43.7
17.713517,83.159085,23:04,2023-03-15,Seethammadhara,Local Road,25.7,Clear,Two-wheeler,0.411,80.6,3,31.1
17.716551,83.175462,16:04,2023-01-29,Vizag Port,Local Road,25.6,Light Rain,Car,0.131,95.3,2,66.9
17.83432,83.332123,15:47,2022-02-12,Gajuwaka,State Highway,24.8,Drizzle,Two-wheeler,0.053,86.3,1,62.4
17.947949,83.199917,20:47,2022-06-13,Gopalapatnam,National Highway,27.7,Heavy Rain,Two-wheeler,0.276,66.6,1,56.3
17.831644,83.242818,10:15,2022-09-23,Malkapuram,Local Road,26.4,Clear,Auto-rickshaw,2.71,79.6,1,56.8
17.795224,83.275425,23:15,2020-06-05,Pendurthi,Ghat Road,26.9,Drizzle,Two-wheeler,1.903,85.2,1,21.3
17.855728,83.331367,07:42,2019-07-18,MVP Colony,Minor Arterial,31.1,Heavy Rain,Two-wheeler,1.899,75.9,1,53.4
17.762822,83.178308,09:03,2023-11-23,Malkapuram,Local Road,27.5,Clear,Two-wheeler,0.018,66.2,1,59.4
17.62105,83.251592,19:50,2021-12-09,Seethammadhara,State Highway,26.9,Light Rain,Cycle,0.196,77.0,1,80.2
17.796804,83.271268,02:13,2022-03-11,Kailasagiri,National Highway,28.9,Clear,Two-wheeler,0.407,90.1,2,20.6
17.935169,83.285207,18:24,2023-12-12,NAD Junction,Minor Arterial,28.6,Clear,Two-wheeler,0.29,54.7,1,94.0
17.661356,83.35459,14:48,2023-04-01,Pendurthi,Local Road,33.3,Drizzle,Two-wheeler,0.025,78.7,1,45.9
17.841502,83.19292,18:48,2023-03-18,Anakapalle,Minor Arterial,30.5,Clear,Car,0.596,76.6,2,83.9
17.670327,83.351958,08:18,2020-10-31,NAD Junction,Minor Arterial,29.4,Overcast,Car,0.014,89.2,1,54.4
